StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q12_1,Q12_2,Q12_3,Q12_4,Q13,Q14_1,Q14_2,Q17,Q18,Q19,Q20,Q21,Q21_10_TEXT,Q22,Q23,Q24,Q24_6_TEXT,Q31_1,Q31_2,Q31_3,Q31_4,Q43_1,Q43_2,Q43_3,Q43_4,Q29_1,Q29_2,Q29_3,Q30_1,Q30_2,Q30_3,Q30_4,Q26,Q25,Q32,Q33,Q36,Q37,Q37_7_TEXT,Q38,Q39,Q39_8_TEXT,Q40,Q40_8_TEXT,Q41,Q42,Q43,Q44,Q44_7_TEXT
2020-10-20 15:53:49,2020-10-20 16:23:51,IP Address,100,1801,True,2020-10-20 16:23:51,R_2cClT8OX5SQzu5e,email,EN,Computer Science,I am not a joint concentrator,Economics,05/2024,Yes,Computer Science,Department-specific advising programs,I have never been taught programming or computer science in an academic or extracurricular program,11,More knowledgeable,Slightly less knowledgeable,Less knowledgeable,Less knowledgeable,More knowledgeable,Similarly knowledgeable,Slightly more knowledgeable,Slightly more knowledgeable,Agree,Agree,Somewhat agree,Agree,Agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat disagree,"To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",Somewhat disagree,Strongly disagree,CS 50: Introduction to Computer Science I,Never or almost never,Somewhat disagree,Yes,,,"Yes, I have considered but do not intend to apply to graduate studies in CS",I am unsure or undecided,"I cannot think of or decide on a thesis topic,I am unsure of or unable to find a suitable faculty advisor for my thesis,I am unaware of the processes or steps that must be taken in order to write a senior thesis",,Agree,Somewhat agree,Agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Agree,Agree,Neither agree nor disagree,Somewhat agree,"Academic interests,Professional interests,Non-academic and non-professional interests",Yes,Strongly agree,"Close friends and family,Fellow students,Professional networks,The Harvard Office of Career Services","Close friends and family,Professional networks,Alumni networks",Male,,No,Straight/Heterosexual,,Black or African American,,"No, not of Hispanic or Latinx origin",No,Prefer not to say,"None, I have not be diagnosed with a disability or impairment",
2020-10-20 16:16:11,2020-10-20 16:25:34,IP Address,100,563,True,2020-10-20 16:25:34,R_3GkNygkNU80WZYA,email,EN,History and Science,Romance Languages and Literatures,,05/2022,Yes,"Chemical and Physical Biology,History,Molecular and Cellular Biology,Romance Languages and Literatures","My first-year academic advisor,Department faculty,Peer Advising Fellows (PAFs)",In college,18,,,,,,,,,,,,,,,,,Strongly agree,Strongly agree,Agree,Strongly agree,"For an academic letter of recommendation,To inquire about research opportunities,To inquire about advice for my concentration",Somewhat agree,Somewhat agree,CS 50: Introduction to Computer Science I,At least once a week,Somewhat agree,No,"I am not required to take any additional CS courses to fulfill my concentration/secondary,I am no longer interested in CS,CS course material is too difficult,CS courses are too time-intensive,CS courses are poorly designed or organized,I do not feel supported by the CS department",,,,,,Strongly agree,Somewhat agree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree,Disagree,Disagree,Agree,Disagree,Neither agree nor disagree,,No,Strongly agree,"Professional networks,The Harvard Office of Career Services","Professional networks,The Harvard Office of Career Services",Female,,No,Straight/Heterosexual,,Asian,,"No, not of Hispanic or Latinx origin",No,Yes,A mental health disorder,
2020-10-20 16:24:31,2020-10-20 16:27:50,IP Address,100,198,True,2020-10-20 16:27:50,R_2zZ7PG3yVweYput,email,EN,Neuroscience,I am not a joint concentrator,None,05/2021,No,"Molecular and Cellular Biology,Neuroscience","My first-year academic advisor,Residential advising resources, such as house tutors or proctors,Department heads",In college,18,,,,,,,,,,,,,,,,,Agree,Strongly agree,Neither agree nor disagree,Strongly agree,"To inquire about research opportunities,To inquire about advice for my concentration",Agree,Agree,,,,,,,,,,,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,"Academic interests,Professional interests,Non-academic and non-professional interests",No,Agree,"Alumni networks,The Harvard Office of Career Services","Fellow students,Professional networks,Alumni networks,The Harvard Office of Career Services",Male,,No,Straight/Heterosexual,,"Middle Eastern or North African,White",,"No, not of Hispanic or Latinx origin",No,No,"None, I have not be diagnosed with a disability or impairment",
2020-10-20 16:18:51,2020-10-20 16:28:00,IP Address,100,548,True,2020-10-20 16:28:00,R_3EGvAy44IIY46nz,email,EN,Computer Science,I am not a joint concentrator,Economics,05/2023,Yes,"Biomedical Engineering,Computer Science,Economics,Molecular and Cellular Biology",Department-specific advising programs,In high school (including summer after graduation),14,Similarly knowledgeable,Similarly knowledgeable,Similarly knowledgeable,Slightly less knowledgeable,Similarly knowledgeable,Slightly less knowledgeable,Similarly knowledgeable,Similarly knowledgeable,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Agree,Disagree,Disagree,Somewhat agree,Agree,Strongly agree,Agree,"To inquire about research opportunities,To inquire about advice for my concentration",Somewhat agree,Somewhat agree,"CS 50: Introduction to Computer Science I,CS 51: Introduction to Computer Science II,CS 10x, an undergraduate-level miscellaneous course",At least once a week,Somewhat disagree,Yes,,,"No, I have not considered applying to graduate studies in CS",I am unsure or undecided,,,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,"Academic interests,Professional interests,Non-academic and non-professional interests",Yes,Strongly agree,Fellow students,Fellow students,Female,,No,Straight/Heterosexual,,White,,"No, not of Hispanic or Latinx origin",No,Yes,"None, I have not be diagnosed with a disability or impairment",
2020-10-20 16:25:36,2020-10-20 16:33:07,IP Address,100,450,True,2020-10-20 16:33:07,R_1lcqMdpABpkNkLo,email,EN,History and Science,,Astrophysics,05/2022,No,"Astrophysics,Chemistry and Physics,Physics","Residential advising resources, such as house tutors or proctors,Department faculty,Department-specific advising programs",In college,19,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Strongly agree,"For an academic letter of recommendation,To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",Agree,Somewhat agree,,,,,,,,,,,Agree,Somewhat agree,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,"Academic interests,Non-academic and non-professional interests",No,Agree,,Close friends and family,Non-binary/third gender,,No,Asexual,,White,,"No, not of Hispanic or Latinx origin",No,,,
2020-10-20 16:31:13,2020-10-20 16:39:06,IP Address,100,472,True,2020-10-20 16:39:06,R_2dtFHJhspf4pXLW,email,EN,Computer Science,,Sociology,05/23,Yes,Government,,In high school (including summer after graduation),17,Slightly less knowledgeable,Less knowledgeable,Less knowledgeable,Less knowledgeable,Slightly less knowledgeable,Less knowledgeable,Less knowledgeable,Significantly less knowledgeable,Agree,Agree,Disagree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,,Strongly disagree,Strongly disagree,"CS 50: Introduction to Computer Science I,CS 51: Introduction to Computer Science II,CS 14x, an undergraduate-level networks course",Never or almost never,Strongly disagree,Yes,,,"No, I have not considered applying to graduate studies in CS","No, I do not intend to write a senior thesis in the CS department",,,Somewhat disagree,Somewhat agree,Disagree,Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,,,,Agree,Somewhat agree,Agree,Neither agree nor disagree,Professional interests,Yes,Strongly agree,,,Male,,No,Straight/Heterosexual,,,,"Yes, of Hispanic or Latinx origin",Yes,Yes,,
2020-10-20 16:42:50,2020-10-20 16:46:33,IP Address,100,222,True,2020-10-20 16:46:33,R_1P1bCQRICsvosPk,email,EN,Government,,Statistics,05/2023,Yes,"Chemical and Physical Biology,Computer Science,Economics,Government,History,Physics",,In high school (including summer after graduation),17,,,,,,,,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"For an academic letter of recommendation,To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",Strongly agree,Strongly agree,CS 50: Introduction to Computer Science I,At least once a week,Strongly disagree,No,I have already taken all of the CS courses I am interested in,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,"Academic interests,Professional interests,Non-academic and non-professional interests",No,Agree,"Close friends and family,Professional networks,Alumni networks","Close friends and family,Professional networks,The Harvard Office of Career Services",Male,,No,Straight/Heterosexual,,White,,"No, not of Hispanic or Latinx origin",No,No,"None, I have not be diagnosed with a disability or impairment",
2020-10-20 16:44:54,2020-10-20 16:49:43,IP Address,100,289,True,2020-10-20 16:49:44,R_2s0SOibHW1yFcu3,email,EN,Sociology,,"Women, Gender, and Sexuality, Study of",3/2021,No,"Psychology,Sociology,Women, Gender, and Sexuality, Study of",,I have never been taught programming or computer science in an academic or extracurricular program,,,,,,,,,,,,,,,,,,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,"For an academic letter of recommendation,To inquire about advice for my concentration",Somewhat agree,Somewhat disagree,,,,,,,,,,,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,,No,,,,Female,,No,Bisexual,,"Asian,White,Other",,"No, not of Hispanic or Latinx origin",Yes,Yes,"A sensory impairment (vision or hearing),A learning disability (e.g., ADHD, dyslexia),A mental health disorder",
2020-10-20 16:42:17,2020-10-20 16:49:46,IP Address,100,449,True,2020-10-20 16:49:47,R_UMcnJkwoBjPPjI5,email,EN,Statistics,I am not a joint concentrator,Computer Science,05/23,Yes,"Computer Science,Molecular and Cellular Biology,Statistics",,In high school (including summer after graduation),12,,,,,,,,,,,,,,,,,Disagree,Agree,Strongly agree,Agree,"For an academic letter of recommendation,To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",Agree,Agree,"CS 50: Introduction to Computer Science I,CS 51: Introduction to Computer Science II,CS 14x, an undergraduate-level networks course",At least once a month,Agree,Yes,,,,,,,Agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Neither agree nor disagree,"Academic interests,Professional interests,Non-academic and non-professional interests",No,Agree,"Close friends and family,Professional networks,The Harvard Office of Career Services","Close friends and family,Professional networks,The Harvard Office of Career Services",Male,,No,Straight/Heterosexual,,White,,"No, not of Hispanic or Latinx origin",No,No,,
2020-10-20 16:47:01,2020-10-20 16:50:31,IP Address,100,209,True,2020-10-20 16:50:31,R_3nNqdUC39M3xBro,email,EN,Government,,,2022,Yes,"Government,Molecular and Cellular Biology",Department faculty,In college,,,,,,,,,,,,,,,,,,Agree,Agree,Somewhat agree,Agree,"To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",Somewhat agree,Somewhat agree,CS 50: Introduction to Computer Science I,At least once a week,Somewhat disagree,No,"I am not required to take any additional CS courses to fulfill my concentration/secondary,CS course material is too difficult,CS courses are too time-intensive",,,,,,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Disagree,Somewhat disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Academic interests,No,Strongly agree,Close friends and family,"Close friends and family,The Harvard Office of Career Services",Male,,No,Straight/Heterosexual,,"Middle Eastern or North African,White",,"No, not of Hispanic or Latinx origin",No,No,"None, I have not be diagnosed with a disability or impairment",
2020-10-20 16:50:48,2020-10-20 16:53:25,IP Address,100,156,True,2020-10-20 16:53:25,R_stIgzICgwN6K6Hv,email,EN,Physics,Mathematics,Computer Science,05/2024,No,None,,In high school (including summer after graduation),10,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,"To inquire about research opportunities,To inquire about career opportunities",Agree,Agree,,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Academic interests,No,Agree,Professional networks,Professional networks,Female,,No,Asexual,,Asian,,"No, not of Hispanic or Latinx origin",No,No,"None, I have not be diagnosed with a disability or impairment",
2020-10-20 16:51:40,2020-10-20 16:58:33,IP Address,100,413,True,2020-10-20 16:58:34,R_w7OctpHsC0P8IlX,email,EN,Computer Science,,Mathematics,05/2023,Yes,"Computer Science,Neuroscience,Psychology",,In high school (including summer after graduation),16,Slightly less knowledgeable,Less knowledgeable,Significantly less knowledgeable,Significantly less knowledgeable,Significantly less knowledgeable,Significantly less knowledgeable,Less knowledgeable,Significantly less knowledgeable,Strongly agree,Strongly agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Agree,Agree,Somewhat agree,Strongly agree,"To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",Agree,Somewhat disagree,"CS 50: Introduction to Computer Science I,CS 51: Introduction to Computer Science II,CS 121: Introduction to Theoretical Computer Science,CS 10x, an undergraduate-level miscellaneous course",At least once a week,Somewhat agree,Yes,,,"Yes, I have considered and intend to apply (or am currently applying) to graduate studies in CS",I am unsure or undecided,,,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly disagree,Strongly disagree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,"Academic interests,Professional interests",Yes,Strongly agree,Fellow students,Fellow students,Female,,No,Straight/Heterosexual,,Asian,,"No, not of Hispanic or Latinx origin",No,No,"None, I have not be diagnosed with a disability or impairment",
2020-10-20 16:52:29,2020-10-20 16:59:54,IP Address,100,445,True,2020-10-20 16:59:54,R_2YJuv2wWDmJpBUI,email,EN,Chemistry and Physics,I am not a joint concentrator,Earth and Planetary Sciences,12/2023,No,"Biomedical Engineering,Chemical and Physical Biology,Chemistry,Chemistry and Physics,Earth and Planetary Sciences,Engineering Sciences,Environmental Science and Engineering,Linguistics,Mechanical Engineering,Neuroscience,Physics",Peer Advising Fellows (PAFs),In college,15,,,,,,,,,,,,,,,,,Strongly disagree,Disagree,Disagree,Neither agree nor disagree,"To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",Strongly disagree,Disagree,,,,,,,,,,,Strongly agree,Strongly agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Agree,Strongly disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Non-academic and non-professional interests,No,Strongly agree,"Close friends and family,Fellow students","Close friends and family,Fellow students,The Harvard Office of Career Services",Female,,No,Questioning or unsure,,White,,"No, not of Hispanic or Latinx origin",No,No,Other,Not diagnosed but I might test to see if I have ADHD because I recently learned that I exhibit all of the symptoms.
2020-10-20 16:53:55,2020-10-20 17:02:14,IP Address,100,499,True,2020-10-20 17:02:15,R_XpJt6l8JwG0fQEF,email,EN,Mechanical Engineering,,Environmental Science and Engineering,05/2024,No,"Environmental Science and Engineering,Environmental Science and Public Policy,Mechanical Engineering,Psychology",,In high school (including summer after graduation),16,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,"To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",Disagree,Disagree,,,,,,,,,,,Agree,Agree,Neither agree nor disagree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Disagree,Disagree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,"Academic interests,Professional interests,Non-academic and non-professional interests",No,,"Professional networks,Alumni networks,The Harvard Office of Career Services","Fellow students,Professional networks,Alumni networks,The Harvard Office of Career Services",Female,,No,Straight/Heterosexual,,Asian,,"No, not of Hispanic or Latinx origin",Yes,Yes,"None, I have not be diagnosed with a disability or impairment",
2020-10-20 16:56:45,2020-10-20 17:02:56,IP Address,100,371,True,2020-10-20 17:02:57,R_2OPcmWgUTTfI0I6,email,EN,Computer Science,I am not a joint concentrator,History and Science,05/2022,Yes,"Biomedical Engineering,Computer Science,Integrative Biology",,In high school (including summer after graduation),14,Slightly more knowledgeable,Less knowledgeable,Significantly less knowledgeable,Significantly less knowledgeable,Similarly knowledgeable,Less knowledgeable,More knowledgeable,Similarly knowledgeable,Agree,Agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Agree,Disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,,Somewhat agree,Somewhat agree,"CS 20: Discrete Mathematics for Computer Science,CS 50: Introduction to Computer Science I,CS 51: Introduction to Computer Science II,CS 121: Introduction to Theoretical Computer Science,CS 124: Data Structures and Algorithms,CS 17x, an undergraduate-level graphics/visualization/user interfaces course,CS 18x, an undergraduate-level artificial intelligence course",At least once a week,Somewhat disagree,Yes,,,"No, I have not considered applying to graduate studies in CS","No, I do not intend to write a senior thesis in the CS department","I cannot think of or decide on a thesis topic,I am unsure of or unable to find a suitable faculty advisor for my thesis,I am unaware of the processes or steps that must be taken in order to write a senior thesis",,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Academic interests,Yes,Agree,Fellow students,Fellow students,Female,,No,Straight/Heterosexual,,Asian,,"No, not of Hispanic or Latinx origin",Yes,Yes,"None, I have not be diagnosed with a disability or impairment",
2020-10-20 15:52:58,2020-10-20 17:06:06,IP Address,100,4387,True,2020-10-20 17:06:06,R_2bZev2JkDw9bSgI,email,EN,Applied Mathematics,I am not a joint concentrator,Computer Science,05/2024,No,"Applied Mathematics,Chemistry,Romance Languages and Literatures,Statistics",,In high school (including summer after graduation),16,,,,,,,,,,,,,,,,,Agree,Strongly agree,Neither agree nor disagree,Agree,To inquire about advice for my concentration,Agree,Somewhat disagree,,,,,,,,,,,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Somewhat disagree,Strongly disagree,Strongly disagree,Agree,Somewhat disagree,Somewhat disagree,Disagree,"Academic interests,Professional interests,Non-academic and non-professional interests",Yes,Strongly agree,"Fellow students,Alumni networks,The Harvard Office of Career Services","Close friends and family,Fellow students,Alumni networks,The Harvard Office of Career Services",Female,,No,Straight/Heterosexual,,Asian,,"No, not of Hispanic or Latinx origin",No,No,"None, I have not be diagnosed with a disability or impairment",
2020-10-20 17:03:41,2020-10-20 17:12:45,IP Address,100,543,True,2020-10-20 17:12:45,R_31vbS0DhVonYFXP,email,EN,Computer Science,,,05/2024,Yes,"Computer Science,Electrical Engineering,Mathematics,Physics",,In high school (including summer after graduation),14,Similarly knowledgeable,Similarly knowledgeable,Similarly knowledgeable,Similarly knowledgeable,Slightly more knowledgeable,Similarly knowledgeable,Similarly knowledgeable,Similarly knowledgeable,Agree,Strongly agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,To inquire about advice for my concentration,Neither agree nor disagree,Neither agree nor disagree,CS 50: Introduction to Computer Science I,At least once a month,Somewhat disagree,Yes,,,"Yes, I have considered and intend to apply (or am currently applying) to graduate studies in CS",I am unsure or undecided,,,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,,No,,"Close friends and family,Fellow students","Close friends and family,Fellow students",Male,,No,Straight/Heterosexual,,White,,"No, not of Hispanic or Latinx origin",No,No,,
2020-10-20 17:15:27,2020-10-20 17:19:50,IP Address,100,262,True,2020-10-20 17:19:50,R_238fV6lfKxZHozd,email,EN,Economics,,None,05/2024,No,"Applied Mathematics,Chemistry,Economics,Government,Psychology,Statistics","My first-year academic advisor,Residential advising resources, such as house tutors or proctors,Department faculty,Department-specific advising programs,Peer Advising Fellows (PAFs)",I have never been taught programming or computer science in an academic or extracurricular program,,,,,,,,,,,,,,,,,,Somewhat agree,Agree,Somewhat agree,Strongly agree,To inquire about advice for my concentration,Strongly agree,Agree,,,,,,,,,,,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,"Academic interests,Professional interests,Non-academic and non-professional interests",No,Somewhat agree,"Close friends and family,Fellow students","Close friends and family,Fellow students,The Harvard Office of Career Services",Female,,No,Straight/Heterosexual,,"Asian,White",,"No, not of Hispanic or Latinx origin",No,Yes,"None, I have not be diagnosed with a disability or impairment",
2020-10-20 17:15:37,2020-10-20 17:22:05,IP Address,100,387,True,2020-10-20 17:22:05,R_1NfhaNNXhCo3f3j,email,EN,Physics,Computer Science,Astrophysics,05/2021,Yes,"Astrophysics,Computer Science,Physics","Department faculty,Department-specific advising programs",In middle school (including summer after graduation),9,Slightly more knowledgeable,Similarly knowledgeable,Significantly less knowledgeable,Significantly less knowledgeable,Less knowledgeable,Slightly less knowledgeable,More knowledgeable,More knowledgeable,Strongly agree,Strongly agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Disagree,Agree,Agree,Agree,Agree,"For an academic letter of recommendation,To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",Strongly agree,Strongly agree,"CS 50: Introduction to Computer Science I,CS 51: Introduction to Computer Science II,CS 121: Introduction to Theoretical Computer Science,CS 124: Data Structures and Algorithms,CS 9x, an undergraduate-level research CS course,CS 17x, an undergraduate-level graphics/visualization/user interfaces course,CS 28x, a graduate-level artificial intelligence course",At least once a week,Somewhat agree,No,"I am not required to take any additional CS courses to fulfill my concentration/secondary,CS courses are too time-intensive,I do not have enough space in my schedule",,"Yes, I have considered and intend to apply (or am currently applying) to graduate studies in CS","Yes, I intend to write a senior thesis in the CS department",,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Academic interests,Yes,Strongly agree,Close friends and family,Fellow students,Male,,No,Straight/Heterosexual,,White,,"No, not of Hispanic or Latinx origin",No,No,"None, I have not be diagnosed with a disability or impairment",
2020-10-20 16:11:49,2020-10-20 17:25:14,IP Address,100,4404,True,2020-10-20 17:25:14,R_22s1gh0epEczLJV,email,EN,Chemistry,English,,05/2023,No,"English,History and Literature,History and Science,Human Developmental and Regenerative Biology,Neuroscience,Philosophy,Psychology,Social Studies,Sociology","Department-specific advising programs,Peer Advising Fellows (PAFs)",I have never been taught programming or computer science in an academic or extracurricular program,,,,,,,,,,,,,,,,,,Agree,Strongly agree,Agree,Strongly agree,"For an academic letter of recommendation,To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",Neither agree nor disagree,Somewhat disagree,,,,,,,,,,,Agree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,No,Strongly agree,Fellow students,"Fellow students,Professional networks,The Harvard Office of Career Services",Female,,No,Questioning or unsure,,Asian,,"No, not of Hispanic or Latinx origin",No,No,"None, I have not be diagnosed with a disability or impairment",
2020-10-20 14:15:41,2020-10-20 17:29:32,IP Address,100,11631,True,2020-10-20 17:29:33,R_1OWb0ThRQGqP2ZO,email,EN,Computer Science,,,05/2024,Yes,Computer Science,,In middle school (including summer after graduation),12,Slightly more knowledgeable,Slightly more knowledgeable,Similarly knowledgeable,Similarly knowledgeable,Slightly more knowledgeable,Slightly more knowledgeable,Slightly more knowledgeable,Slightly more knowledgeable,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,"For an academic letter of recommendation,To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",Agree,Agree,CS 61: Systems Programming and Machine Organization,At least once a week,Agree,Yes,,,"Yes, I have considered and intend to apply (or am currently applying) to graduate studies in CS",I am unsure or undecided,,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,"Academic interests,Professional interests",No,Somewhat agree,"Close friends and family,Fellow students,The Harvard Office of Career Services","Close friends and family,Fellow students",Male,,No,Straight/Heterosexual,,Asian,,"No, not of Hispanic or Latinx origin",No,No,"None, I have not be diagnosed with a disability or impairment",
2020-10-20 17:25:55,2020-10-20 17:31:07,IP Address,100,312,True,2020-10-20 17:31:08,R_rjrFzkIzy9gWNrj,email,EN,Mechanical Engineering,,Computer Science,05/2021,Yes,"Electrical Engineering,Engineering Sciences,Mechanical Engineering",,I have never been taught programming or computer science in an academic or extracurricular program,17,,,,,,,,,,,,,,,,,Agree,Strongly agree,Strongly agree,Strongly agree,"For an academic letter of recommendation,To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",Disagree,Strongly disagree,"CS 50: Introduction to Computer Science I,CS 51: Introduction to Computer Science II,CS 24x, a graduate-level networks course",At least once a week,Somewhat agree,Undecided,I do not have enough space in my schedule,,,,,,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Agree,Somewhat agree,Strongly agree,Agree,Disagree,Disagree,Strongly disagree,Somewhat agree,Disagree,Disagree,Somewhat disagree,"Academic interests,Professional interests",Yes,Strongly agree,"Fellow students,Professional networks,Alumni networks","Fellow students,Professional networks",Male,,No,Straight/Heterosexual,,Asian,,"No, not of Hispanic or Latinx origin",No,Yes,"None, I have not be diagnosed with a disability or impairment",
2020-10-20 17:28:56,2020-10-20 17:35:27,IP Address,100,391,True,2020-10-20 17:35:28,R_3FUmukNWx1AktMF,email,EN,Computer Science,,,05/2024,Yes,Computer Science,My first-year academic advisor,In high school (including summer after graduation),8,Slightly more knowledgeable,Similarly knowledgeable,Less knowledgeable,More knowledgeable,Slightly more knowledgeable,Significantly more knowledgeable,Less knowledgeable,Slightly more knowledgeable,Strongly agree,Neither agree nor disagree,Somewhat disagree,Disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"To inquire about research opportunities,To inquire about advice for my concentration",Agree,Agree,CS 61: Systems Programming and Machine Organization,Never or almost never,Somewhat agree,Yes,,,"Yes, I have considered and intend to apply (or am currently applying) to graduate studies in CS",I am unsure or undecided,,,Somewhat agree,Agree,Somewhat disagree,Agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Somewhat disagree,Disagree,Strongly disagree,"Academic interests,Non-academic and non-professional interests",Yes,Somewhat disagree,"Close friends and family,Fellow students",Close friends and family,Male,,No,Straight/Heterosexual,,White,,"No, not of Hispanic or Latinx origin",No,No,"None, I have not be diagnosed with a disability or impairment",
